gtin,title_kk,brand,ingredients,company_id,certificate_status,notes,off_query
3168930174655,Lay's barbecue,Lay's,"Pommes de terre (62%), huiles végétales (tournesol, colza en proportion variable), base aromatisante barbecue [sucre, arôme, paprika en poudre, protéine de maïs hydrolysée, dextrose, oignon en poudre, chlorure de potassium, farine de riz, s",,reference,open_food_facts,
3168930168256,Lay's Recette paysanne nature maxi format,Lay's,"Pommes de terre (65%),huiles végétales (tournesol, colza, maïs en proportion variable),sel",,reference,open_food_facts,
6221031497911,Lay's Edible Salt,Lay's,"fresh potatoes, vegetable oil, edible salt,",,reference,open_food_facts,
8710398526016,Naturel,Lay's,"Aardappelen, plantaardige oliën (zonnebloem, koolzaad, maïs), zout",,reference,open_food_facts,
5941000032233,Lay's Oven Baked Iaurt și plante aromatice,Lay's,"Fulgi din cartofi (59%), amidon, ulei de rapiţă, mix de ingrediente cu gust de iaurt şi plante aromatice [zer pudră din lapte, sare, usturoi pudră, potențiatori de aromă (monoglutamat de sodiu, 5'-ribonucleotide disodice), clorură de potasi",,reference,open_food_facts,
5941000032181,Sare,Lay's,"Chipsuri din cartofi cu sare. MD Ingrediente: cartofi, uleiuri vegetale frapija, floarea soarelui, In proporti variabile, antioxidang (extracte de ruzmarin, acid ascorbic, extract bogat in tocoferol, acid citrici, sare (1,1%). «Картофен чип",,reference,open_food_facts,
3168930001003,Lay's 3D's Bugles goût paprika,Lay's,"corn flour, sunflower oil (31%), sugar, paprika flavouring base (flavourings (contains wheat and milk), hydrolyzed vegetable protein (soy and wheat), flavour enhancer (monosodium glutamate), onion powder, tomato powder, acidity corrector (c",,reference,open_food_facts,
0028400199140,Classic,Lay's,"POTATOES, VEGETABLE OIL (CANOLA, CORN, SOYBEAN AND/OR SUNFLOWER OIL), AND SALT",,reference,open_food_facts,
3168930168070,Lay's Recette à l'ancienne nature 295 g + 10% offert,Lay's,"Pommes de terre (66%),huiles végétales (tournesol, colza, maïs en proportion variable),sel",,reference,open_food_facts,
5900259128890,Lays smak zielona cebulka,Lay's,"Ziemniaki, oleje roślinne [rzepakowy, słonecznikowy, w zmiennych proporcjach; przeciwutleniacze (ekstrakty z rozmarynu, kwas askorbinowy. mieszanina tokoferoli, kwas cytrynowy), preparat serwatkowy z mleka. sól, cebula w proszku, cukier, wz",,reference,open_food_facts,
3168930003357,Chips Lays Nature,Lay's,"potatoes, vegetable oils 34% (sunflower, rapeseed), salt,",,reference,open_food_facts,
8710398518336,Super chips deep american BBQ flavour,Lay's,"potatoes, vegetable oils (sunflower, rapeseed, but, in varying proportion), barbecue flavouring base [flavourings (including tomato, onion and garlic powder), sugar, wheat flour, smoked glucose (wheat), glucose (wheat), acidifying (citric a",,reference,open_food_facts,
3168930168104,Lay's Recette à l'ancienne nature maxi format,Lay's,"Pommes de terre (66%),huiles végétales (tournesol, colza, maïs en proportion variable),sel",,reference,open_food_facts,
8410199026822,Patatas Fritas Al Punto De Sal,Lay's,T Lay's AL PU NTO DE SAL Pack Económic,,reference,open_food_facts,
8901491502032,Lay's American Style Cream & Onion Flavour,Lay's,"Potato, Edible Vegetable Oil (Palmolein, Sunflower Oil), 'Seasoning (Sugar, iodised Salt, Milk Solids, ^Spices & Condiments, Maltodextrin, Flavour (Natural and Nature Identical Flavouring Substances), Cheese Powder, Hydrolysed Vegetable Pro",,reference,open_food_facts,
5601363001845,Originais,Lay's,"Batatas, óleo de milho e sal.",,reference,open_food_facts,
8710398524197,Lays max paprika,Lay's,"Aardappelen, plantaardige olien (zonnebloem, koolzaad in wisselende hoeveelheden) parkmak (suiker, zout, paprikapoeder, gerookte zoete paprikapoeder, uienpoeder, knoflookpoeder, as stof paprika extract) fructose cayennepeper, voedingszuur (",,reference,open_food_facts,
4062139005888,Sour Cream & Onion,Lay's,"Kartoffeln, pflanzliche Öle [Raps, Sonnenblume, Antioxidationsmittel (Extrakt aus Rosmarin, Ascorbinsäure, Tocopherolhaltige Extrakte, Citronensäure)], Molkenpulver (Milch), Salz, Zwiebelpulver, Zucker, Aromen, Sauerrahmpulver (Milch), Butt",,reference,open_food_facts,
6221031497920,Lay's cheese flavor,Lay's,Fresh Potatoes - Vegetable oil Cheese flavor (Natural flavoring substances Artificial flavoring substances) [Whey powder Edible salt - Malt dextrin - Soya protein - Soya flour Vegetable oil Parsley powder - Anti caking agent (INS 551) Emuls,,reference,open_food_facts,
6221031497878,Chips,Lay's,"Fresh Potatoes, Vegetable oil, Edible salt, يحفظ مکان جاف وبارد بعيدا عن الشمس لايمکن الاحتفاظ به العبوة ذاتها بعد فتحها, Produced by Chipsy, for Food Industries Co, S,A,E under appointment from PEPSICO Inc, Purchase, NY الغذائية ش,م,م بتصر",,reference,open_food_facts,
8410199025355,Patatas fritas corte fino,Lay's,"8 410199 025357,quot,,gt,",,reference,open_food_facts,
5941000031924,lays cașcaval,Lay's,"Potatoes, vegetable oils (corn, sunflower, canola, in varying proportions), cheese-flavored ingredient mix [whey powder from milk, salt, potassium chloride, flavors (contain milk), powdered cheese 0.08% (contains milk), onion, acidifier (ci",,reference,open_food_facts,
8410199026734,Al punto de sal,Lay's,"one hundred sun homo from trgo ex french fries ingredients: potatoes, vegetable oils (sunflower and rapeseed in variable proportions), salt (0,85%), antioxidants (rosemary extracts, ascorbic acid, extract rich in tocopherols, citric acid), ",,reference,open_food_facts,
3168930005656,Lay's saveur emmental,Lay's,"Pommes de terre (62%),huiles végétales (maïs, tournesol, colza en proportion variable),base aromatisante emmental [poudre de petit-LAIT, sel, arômes (dont LAIT), sucre, fromage en poudre (LAIT), chlorure de potassium, colorant (extrait de p",,reference,open_food_facts,
5900259128401,Lay's Fromage flavoured,Lay's,"Brambory, rostlinné oleje (řepkový, slunečnicový), antioxidanty (výtažky z rozmarýnu, kyselina askorbová, extrakt s vysokým obsahem tokoferolů, kyselina citronová), jedlá sůl, sušená sladká syrovátka, látky zvýrazňující chuť a vůni (glutama",,reference,open_food_facts,
8901491000774,Lays american onion 80gm,Lay's,"Potato, Edible Vegetable Oil (Palmolein, Sunflower Oil), *Seasoning (Sugar, lodised Salt, Milk Solids, Spices & Condiments, Maltodextrin, Flavour (Natural and Nature Identical Flavouring Substances), Cheese Powder, Hydrolysed Vegetable Prot",,reference,open_food_facts,
8410199026293,Gourmet Corte Ondulado Original,Lay's,"Patatas, aceite de girasol, sal.",,reference,open_food_facts,
3168930005638,Saveur Poulet Rôti,Lay's,"Pommes de terre,huiles végétales (tournesol, colza, maïs en proportion variable),base aromatisante poulet rôti [poudre de levure, oignon en poudre, ail en poudre, extrait de levure, arômes, chlorure de potassium, sauge, colorant (extrait de",,reference,open_food_facts,
6221031497939,Chips Lays Saveur chili et citron,Lay's,fresh potatoes-vegetable oil - chil and lemon flavor (natural flavoring substances - artificial flavoring substances) [edible salt - corn starch - sugar powder-onion powder - food acid (ins 330) - wheat flour - cumin - paprika - milk powder,,reference,open_food_facts,
4062139003136,Chips &quot;Subway Terriyaki&quot;,Lay's,"Kartoffeln, pflanzliche Öle (Sonnenblume, Raps, Mais in veränderlichen Gewichtsanteilen), Zucker, Dextrose, Salz, Aromen, Zwiebelpulver, Knoblauchpulver, Säuerungsmittel (Citronensäure), schwarzer Pfeffer, Cayenne Pfeffer.",,reference,open_food_facts,
6221031498114,Lay's with cheese and onion flavor,Lay's,"Fresh Potatoes-Vegetable oil Cheese and onion flavor (Natural flavoring substances - Artificial flavoring substances) Onion powder - Whey powder - Wheat flour Edible salt - Flavor enhancer (INS 627, INS 621, INS 508)- Sugar powder Malt dext",,reference,open_food_facts,
8901491001807,Lay's Sizzlin Hot,Lay's,"Potatoes

Edible Vegetable Oils: Palmolein and Rice Bran Oil

Seasoning, which includes:

Maltodextrin

Spices and Condiments (including onion and garlic)

Sugar

Iodised Salt

Acidity Regulator (E330)

Dehydrated Vegetable ",,reference,open_food_facts,
3168930175061,Chips saveur moutarde pickles,Lay's,"Pommes de terre (62%), huiles végétales (tournesol, colza en proportion variable), base aromatisante moutarde pickles [arômes, sucre, chlorure de potassium, épices, sel, acidifiant (acide citrique, acide malique)], antioxydants (extraits de",,reference,open_food_facts,
3168930177670,Paysane saveur Champignons de paris,Lay's,"Pommes de terre, huiles végétales (tournesol, colza en proportion variable), base aromatisante champignons de Paris [maltodextrine, sel, champignons de Paris en poudre, arôme naturel, ail en poudre, caroube en poudre], antioxydants (extrait",,reference,open_food_facts,
8710398604606,Lay's Naturel 20-pack,Lay's,"Aardappelen, plantaardige oliën (zonnebloem, koolzaad, maïs, in wisselende hoeveelheden), zout.",,reference,open_food_facts,
8901491981558,Lay’s Chile Limon 20rs,Lay's,"ca, mirl lay's is the registereu cor feedback or queries, write to the consumer services manager, pepsico india holdings pvt, ltd,, p,o, box 27, dlf qutab enclave, phase-1, gurugram-122002, haryana, india, or call us at 1800 22 4020 cr emai",,reference,open_food_facts,
3168930175210,Chips saveur poulet rôti,Lay's,"Pommes de terre (62%), huiles végétales (tournesol, colza, mais en proportion variable), base aromatisante poulet rôti [sucre, chlorure de potassium, sel, oignon en poudre, arômes sauge, acidifiant (acide citrique), colorant (extrait de pap",,reference,open_food_facts,
3168930003366,Lay's Recette à l'ancienne nature,Lay's,"Pommes de terre (66%),huiles végétales (tournesol, colza, maïs en proportion variable),sel",,reference,open_food_facts,
3168930007654,Lay's 3D's Bugles goût bacon format familial,Lay's,"Maïs,huile de tournesol,base aromatisante bacon [arôme naturel, poudre de petit-LAIT, protéine végétale hydrolysée (contient du SOJA), levure fumée, dextrose, arôme de fumée, farine de caroube, correcteur d'acidité (acide citrique), graine ",,reference,open_food_facts,
4062139005949,Chips Salt & Vinegar,Lay's,"Kartoffeln, pflanzliche Öle (Mais, Sonnenblume, Raps in veränderlichen Gewichtsanteilen), Aroma, Maisstärke, Salz, Säureregulatoren (Citronensäure, Äpfelsäure), Kaliumchlorid, Hefeextrakt.",,reference,open_food_facts,
8901491981530,Lay’s Chile Limon,Lay's,,,reference,open_food_facts,
5900259133315,Lays Papryka,Lay's,"Ziemniaki, oleje roślinne (rzepakowy, słonecznikowy), przeciwutleniacze (ekstrakty z rozmarynu, kwas askorbinowy, mieszanina tokoferoli, kwas cytrynowy), cukier, papryka w proszku, sól, aromaty, czosnek w proszku, cebula w proszku, chlorek ",,reference,open_food_facts,
5941000032066,Lays sare 170 g,Lay's,"cartofi, uleiuri vegetale (porumb, floarea soarelui, rapiță, în proporții variabile), sare (1,1%)",,reference,open_food_facts,
3168930174929,Lay's,Lay's,,,reference,open_food_facts,
5601363006664,Pelotazos futebolas,Cheetos,"Semoule de mais (73%), huile de maïs, saveur fromage lactose (a partir de la poudre de lactosérum (a partir de lait), poudre de fromage (à partir de lait, préparations aromatisantes et substances aromatisantes, exhausteurs de gout (glutamat",,reference,open_food_facts,
8410199013545,Cheetos Sticks Palitos,Cheetos,"en corn meal (33%), corn oil, potato flakes, wheat flour (17 %), cheese and ketchup flavour [lactose, flavourings, sucrose, flavour enhancers (monosodium glutamate, disodium inosinate, disodium guanylate), whey powder (from milk), cheese po",,reference,open_food_facts,
8410199002309,Cheetos Sticks,cheetos,"Sémola de maíz (33%), aceite de maíz, copos de patata, harina de _trigo_ (17%), aroma a queso y ketchup (_lactosa_, sustancias aromatizantes, azúcar, potenciadores del sabor (glutamato monosódico, inosinato y guanilato disódicos), suero de ",,reference,open_food_facts,
8410199150907,Rizos Sabor,Cheetos,"Sémola de maíz 76%, aceite de maíz, aroma a queso (suero de _leche_ en polvo, sal, potenciadores del sabor (glutamato monosódico, guanilato disódico, inosinato disódico), aromas (_leche_), cloruro potásico, colorante (extracto de pimentón))",,reference,open_food_facts,
6111252422929,Meetas Sticks Palitos Cheese&Ketchup flavour Saveu,Cheetos,"Corn meal (29%), vegetable oil (sunflower), potato flakes, wheat flour (15%), cheese ketchup flavour [milk (lactose), flavouring preparations, sucrose, flavor enhancers (monosodium glutamate,disodium guanylate, disodium inosinate), salt, ac",,reference,open_food_facts,
6221031490909,Cheetos flamin hot,Cheetos,,,reference,open_food_facts,
3168930177768,Cheetos Original Gout Fromage,Cheetos,"maïs (68%), huile de colza, base aromatisante fromage [poudre de petit-lait, sel, arômes naturels (dont lait, fromage, lactose), exhausteur de goût (glutamate monosodique), chlorure de potassium, sucre, correcteur d'acidité (acide citrique)",,reference,open_food_facts,
8710398509222,Cheetos Big Chipito saveur fromage,Cheetos,"Farine et huile de maïs, petit-lait en poudre, poudre de fromage (lait), exhausteurs de goût (glutamate monosodique, guanylate disodique), arômes (lait), sucre, chlorure de potassium, colorants (extrait de paprika, rocou norbixine), sel. Ce",,reference,open_food_facts,
0028400589893,Flamin' Hot Crunchy Cheese Flavored Snacks,Cheetos,"ENRICHED CORN MEAL (CORN MEAL, FERROUS SULFATE, NIACIN, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), VEGETABLE OIL (CORN, CANOLA, AND/OR SUNFLOWER OIL) FLAMIN' HOT SEASONING (MALTODEXTRIN [MADE FROM CORN SALT, SUGAR, MONOSODIUM GLUTAMATE, ",,reference,open_food_facts,
3168930502007,Cheetos goût fromage,Cheetos,"Semoule de maïs,huile de colza,base aromatisante goût fromage [poudre de petit-LAIT, arômes naturels (dont LAIT), exhausteur de goût (glutamate monosodique), chlorure de potassium, sucre, correcteurs d'acidité (acide citrique, lactate de ca",,reference,open_food_facts,
0028400596680,Cheetos Puffs,Cheetos,"enriched corn meal (corn meal, ferrous sulfate, niacin, thiamin mononitrate, riboflavin, folic acid), vegetable oil (corn, canola, and/or sunflower oild, cheese seasoning (whey, cheddar cheese [milk, cheese cultures, salt, enzymes], canola ",,reference,open_food_facts,
5900259029049,Cheetos Cheese,Lay's,"corn grits 66%, vegetable rapeseed oil, whey powder (from milk), salt, glucose, flavour enhancers (monosodium glutamate, disodium guanylate, disodium inosinate), flavour (contain milk, soy), colour (paprika extract)",,reference,open_food_facts,
8901491003531,Cheetos Masala Balls,Cheetos,,,reference,open_food_facts,
7501011143757,Botana Sabritas Cheetos Xtra Flamin´Hot sabor chile y limón,Cheetos,"sémola de maíz, aceite vegetal, sazonador (maltodextrina, sal yodada, ácido cítrico, proteína vegetal hidrolizada de maíz, soya, saborizantes naturales, idénticos al natural, artificiales, cebada), glutamato monosódico, cloruro de potasio, ",,reference,open_food_facts,
5201024512187,Snack de maïs au fromage,Cheetos,,,reference,open_food_facts,
0028400314095,Cheetos Crunchy,cheetos,"enriched corn meal (corn meal, ferrous sulfate, niacin, thiamin mononitrate, riboflavin, folic acid), vegetable oil (corn, canola, and/or sunflower oi), cheese seasoning (whey, cheddar cheese [milk, cheese cultures, salt, enzymes], canola o",,reference,open_food_facts,
0028400183909,BAKED Crunchy Cheese flavored,Cheetos,"enriched corn meal (corn meal, ferrous sulfate, niacin, thiamin mononitrate, riboflavin, folic acid), vegetable oil (corn, canola, and/or sunflower oil), whey, cheddar cheese (milk, cheese cultures, salt, enzymes), maltodextrin (made from c",,reference,open_food_facts,
5900259131016,Cheetos Pizza Flavoured,Cheetos,"Checies PL Orupki kaks rydziane o smaku pizzy. Składniki: kasza kukurydziana 6%, olej rzepakowy, cukier, giok, wzmacniaczek glutaminian monosodowy, S-tybonukleotydy disodowe omaty (zawierają trehaloze), barwniki (betanina, ekstrakt z papryk",,reference,open_food_facts,
3168930173319,Doritos goût nature,Doritos,"Maïs (83%), huile de colza, sel, antioxydants (extraits de romarin, acide ascorbique, extrait riche en tocopherols, acide citrique), Peut contenir: soja, blé (gluten), Il s'agit de la liste d'ingrédients typique de chips de maïs (type Torti",,reference,open_food_facts,
3168930173197,Sweet Chilli Pepper Tortillas,Doritos,"Maïs (72%), huile de colza, base aromatisante piment doux (sucre, arômes, exhausteurs de goût (glutamate monosodique, guanylate disodique), chlorure de potassium, protéine végétale hydrolysée, paprika en poudre, oignon en poudre, ail en pou",,reference,open_food_facts,
3168930174187,Doritos,Doritos,"Mais (83%), huile de colza, sel, antioxydants (extraits de romarin, acide ascorbique, extrait riche en tocopherols, acide citrique). Peut contenir du soja, du blé (gluten).",,reference,open_food_facts,
